has_lowG_data,lowG_data.ax,lowG_data.ay,lowG_data.az,lowG_data.gx,lowG_data.gy,lowG_data.gz,lowG_data.timeStamp_lowG,has_highG_data,highG_data.hg_ax,highG_data.hg_ay,highG_data.hg_az,highG_data.timeStamp_highG,has_gps_data,gps_data.latitude,gps_data.longitude,gps_data.altitude,gps_data.siv_count,gps_data.fix_type,gps_data.posLock,gps_data.timeStamp_GPS,has_barometer_data,barometer_data.temperature,barometer_data.pressure,barometer_data.altitude,barometer_data.timeStamp_barometer,has_kalman_data,kalman_data.kalman_pos_x,kalman_data.kalman_vel_x,kalman_data.kalman_acc_x,kalman_data.kalman_pos_y,kalman_data.kalman_vel_y,kalman_data.kalman_acc_y,kalman_data.kalman_pos_z,kalman_data.kalman_vel_z,kalman_data.kalman_acc_z,kalman_data.kalman_apo,kalman_data.timeStamp_state,has_rocketState_data,rocketState_data.rocketStates,rocketState_data.timestamp,has_flap_data,flap_data.extension,flap_data.timeStamp_flaps,has_voltage_data,voltage_data.v_battery,voltage_data.timestamp,has_orientation_data,orientation_data.accel.ax,orientation_data.accel.ay,orientation_data.accel.az,orientation_data.gyro.gx,orientation_data.gyro.gy,orientation_data.gyro.gz,orientation_data.magnet.mx,orientation_data.magnet.my,orientation_data.magnet.mz,orientation_data.angle.yaw,orientation_data.angle.pitch,orientation_data.angle.roll,orientation_data.timeStamp_orientation,has_magnetometer_data,magnetometer_data.magnetometer.mx,magnetometer_data.magnetometer.my,magnetometer_data.magnetometer.mz,magnetometer_data.timestamp,has_gas_data,gas_data.temp,gas_data.humidity,gas_data.pressure,gas_data.resistance,gas_data.timestamp
True,-0.37843748927116394,0.45293742418289185,9.95466423034668,-0.0005433950573205948,0.012997944839298725,0.016704056411981583,0,True,-0.37843748927116394,0.45293742418289185,9.95466423034668,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-90.10224151611328,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.37843748927116394,0.45293742418289185,9.95466423034668,-0.0005433950573205948,0.012997944839298725,0.016704056411981583,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967206,0,0
True,-0.41260817646980286,0.24993427097797394,10.02228832244873,-0.003960460890084505,-0.007302372250705957,0.023466451093554497,0,True,-0.41260817646980286,0.24993427097797394,10.02228832244873,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,14.474658966064453,69760.546875,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.41260817646980286,0.24993427097797394,10.02228832244873,-0.003960460890084505,-0.007302372250705957,0.023466451093554497,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,14,0,0
True,-0.33852654695510864,0.3703298270702362,9.995804786682129,0.003447700059041381,0.004737183917313814,0.02081807516515255,0,True,-0.33852654695510864,0.3703298270702362,9.995804786682129,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,47.0152473449707,50416.28125,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.33852654695510864,0.3703298270702362,9.995804786682129,0.003447700059041381,0.004737183917313814,0.02081807516515255,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,47,0,0
True,-0.49354201555252075,0.2699533700942993,9.766539573669434,-0.012053846381604671,-0.0053004608489573,-0.002108405577018857,0,True,-0.49354201555252075,0.2699533700942993,9.766539573669434,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,85.80594635009766,40537.578125,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.49354201555252075,0.2699533700942993,9.766539573669434,-0.012053846381604671,-0.0053004608489573,-0.002108405577018857,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,85,0,0
True,-0.28311291337013245,0.43622294068336487,9.779412269592285,0.008989064022898674,0.011326496489346027,-0.0008211227832362056,0,True,-0.28311291337013245,0.43622294068336487,9.779412269592285,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,68.03411865234375,44348.37890625,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.28311291337013245,0.43622294068336487,9.779412269592285,0.008989064022898674,0.011326496489346027,-0.0008211227832362056,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,68,0,0
True,-0.2362436205148697,0.3366197645664215,9.909783363342285,0.013675992377102375,0.0013661787379533052,0.012215999886393547,0,True,-0.2362436205148697,0.3366197645664215,9.909783363342285,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-14.393572807312012,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.2362436205148697,0.3366197645664215,9.909783363342285,0.013675992377102375,0.0013661787379533052,0.012215999886393547,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967282,0,0
True,-0.30380597710609436,0.3520808517932892,9.827284812927246,0.006919757928699255,0.0029122852720320225,0.0039661661721765995,0,True,-0.30380597710609436,0.3520808517932892,9.827284812927246,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,11.572961807250977,73434.2265625,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.30380597710609436,0.3520808517932892,9.827284812927246,0.006919757928699255,0.0029122852720320225,0.0039661661721765995,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,11,0,0
True,-0.3274765908718109,0.44874700903892517,9.673212051391602,0.004552697762846947,0.012578901834785938,-0.011441152542829514,0,True,-0.3274765908718109,0.44874700903892517,9.673212051391602,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-67.65068817138672,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.3274765908718109,0.44874700903892517,9.673212051391602,0.004552697762846947,0.012578901834785938,-0.011441152542829514,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967229,0,0
True,-0.37584471702575684,0.5253201723098755,9.695921897888184,-0.0002841172681655735,0.020236220210790634,-0.009170171804726124,0,True,-0.37584471702575684,0.5253201723098755,9.695921897888184,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,122.67289733886719,34668.4296875,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.37584471702575684,0.5253201723098755,9.695921897888184,-0.0002841172681655735,0.020236220210790634,-0.009170171804726124,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,122,0,0
True,-0.22245147824287415,0.32919690012931824,9.776006698608398,0.015055207535624504,0.0006238918867893517,-0.0011616575066000223,0,True,-0.22245147824287415,0.32919690012931824,9.776006698608398,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,83.44670867919922,40995.375,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.22245147824287415,0.32919690012931824,9.776006698608398,0.015055207535624504,0.0006238918867893517,-0.0011616575066000223,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,83,0,0
True,-0.18706989288330078,0.24916335940361023,9.854663848876953,0.01859336718916893,-0.007379462476819754,0.006704072933644056,0,True,-0.18706989288330078,0.24916335940361023,9.854663848876953,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-84.3883056640625,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.18706989288330078,0.24916335940361023,9.854663848876953,0.01859336718916893,-0.007379462476819754,0.006704072933644056,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967212,0,0
True,-0.5433809757232666,0.4502119719982147,9.68982219696045,-0.01703774183988571,0.012725398875772953,-0.009780089370906353,0,True,-0.5433809757232666,0.4502119719982147,9.68982219696045,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-32.59037780761719,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.5433809757232666,0.4502119719982147,9.68982219696045,-0.01703774183988571,0.012725398875772953,-0.009780089370906353,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967264,0,0
True,-0.3200729489326477,0.439359575510025,9.677480697631836,0.005293061025440693,0.011640157550573349,-0.011014268733561039,0,True,-0.3200729489326477,0.439359575510025,9.677480697631836,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,63.601558685302734,45454.6328125,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.3200729489326477,0.439359575510025,9.677480697631836,0.005293061025440693,0.011640157550573349,-0.011014268733561039,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,63,0,0
True,-0.26003754138946533,0.3600804805755615,9.80817699432373,0.011296601966023445,0.0037122496869415045,0.002055369084700942,0,True,-0.26003754138946533,0.3600804805755615,9.80817699432373,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,151.09237670898438,31246.9375,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.26003754138946533,0.3600804805755615,9.80817699432373,0.011296601966023445,0.0037122496869415045,0.002055369084700942,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,151,0,0
True,-0.21223096549510956,0.441211998462677,9.747344017028809,0.016077257692813873,0.011825401335954666,-0.004027923569083214,0,True,-0.21223096549510956,0.441211998462677,9.747344017028809,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,225.2749786376953,24688.18359375,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.21223096549510956,0.441211998462677,9.747344017028809,0.016077257692813873,0.011825401335954666,-0.004027923569083214,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,225,0,0
True,-0.2960484027862549,0.2659754455089569,9.806001663208008,0.0076955147087574005,-0.005698254331946373,0.0018378207460045815,0,True,-0.2960484027862549,0.2659754455089569,9.806001663208008,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-14.15571117401123,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.2960484027862549,0.2659754455089569,9.806001663208008,0.0076955147087574005,-0.005698254331946373,0.0018378207460045815,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967282,0,0
True,-0.28812214732170105,0.36615514755249023,9.926380157470703,0.008488141931593418,0.004319715313613415,0.01387565303593874,0,True,-0.28812214732170105,0.36615514755249023,9.926380157470703,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-97.84207153320312,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.28812214732170105,0.36615514755249023,9.926380157470703,0.008488141931593418,0.004319715313613415,0.01387565303593874,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967199,0,0
True,-0.30487722158432007,0.27264368534088135,9.679912567138672,0.006812633015215397,-0.005031429696828127,-0.010771120898425579,0,True,-0.30487722158432007,0.27264368534088135,9.679912567138672,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,143.19808959960938,32128.091796875,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.30487722158432007,0.27264368534088135,9.679912567138672,0.006812633015215397,-0.005031429696828127,-0.010771120898425579,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,143,0,0
True,-0.43910089135169983,0.2952442467212677,9.770976066589355,-0.006609733682125807,-0.002771373838186264,-0.001664751791395247,0,True,-0.43910089135169983,0.2952442467212677,9.770976066589355,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,0.7492782473564148,118381.6953125,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.43910089135169983,0.2952442467212677,9.770976066589355,-0.006609733682125807,-0.002771373838186264,-0.001664751791395247,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,0,0,0
True,-0.2138916701078415,0.46101853251457214,9.696182250976562,0.01591118797659874,0.01380605436861515,-0.009144160896539688,0,True,-0.2138916701078415,0.46101853251457214,9.696182250976562,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-75.51981353759766,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.2138916701078415,0.46101853251457214,9.696182250976562,0.01591118797659874,0.01380605436861515,-0.009144160896539688,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967221,0,0
True,-0.42689967155456543,0.17552708089351654,9.880874633789062,-0.005389611702412367,-0.01474309153854847,0.00932508148252964,0,True,-0.42689967155456543,0.17552708089351654,9.880874633789062,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,204.8612518310547,26247.92578125,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.42689967155456543,0.17552708089351654,9.880874633789062,-0.005389611702412367,-0.01474309153854847,0.00932508148252964,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,204,0,0
True,-0.2736911177635193,0.37926989793777466,9.916823387145996,0.00993124209344387,0.005631191655993462,0.012919952161610126,0,True,-0.2736911177635193,0.37926989793777466,9.916823387145996,0,False,0.0,0.0,0.0,0,0,False,0,True,288.1499938964844,-0.9841310381889343,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.2736911177635193,0.37926989793777466,9.916823387145996,0.00993124209344387,0.005631191655993462,0.012919952161610126,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,0,0,0
True,-0.4337446689605713,0.3380831182003021,9.809988975524902,-0.00607411190867424,0.0015125144273042679,0.002236524596810341,0,True,-0.4337446689605713,0.3380831182003021,9.809988975524902,0,True,0.0,0.0,0.0,4,3,True,0,True,288.1499938964844,-86.45832061767578,nan,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,STATE_LAUNCH_DETECT,0,False,0.0,0,True,9.0,0,True,-0.4337446689605713,0.3380831182003021,9.809988975524902,-0.00607411190867424,0.0015125144273042679,0.002236524596810341,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0.0,0.0,0.0,0,True,0.0006850257050246,0.9993147850036621,-0.03700152039527893,0,True,288.1499938964844,0.0,4294967210,0,0
