ax,ay,az,gx,gy,gz,mx,my,mz,hg_ax,hg_ay,hg_az,latitude,longitude,altitude,GPS Lock,rocketState,timeStamp
-0.9925919771194458,-0.02781599946320057,0.16909199953079224,1.2687499523162842,-2.476249933242798,1.4262499809265137,-0.15931999683380127,-0.05403999984264374,-0.3557400107383728,0.0,0.0,0.0,0.0,0.0,0.0,False,0,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00830078125,0.9853515625,0.2119140625,0.0,0.0,0.0,False,0,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,21
-0.9838079810142517,-0.013175999745726585,0.16396799683570862,1.6887500286102295,-2.4237499237060547,1.2862499952316284,-0.1624000072479248,-0.0560000017285347,-0.3652600049972534,0.0,0.0,0.0,0.0,0.0,0.0,False,0,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0146484375,0.9814453125,0.2177734375,0.0,0.0,0.0,False,0,41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,38
-1.0006439685821533,-0.01756799966096878,0.17128799855709076,1.8025000095367432,-2.283750057220459,1.3562500476837158,-0.15861999988555908,-0.05852000042796135,-0.3570000231266022,0.0,0.0,0.0,0.0,0.0,0.0,False,0,58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953125,1.0166015625,0.1630859375,0.0,0.0,0.0,False,0,59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,56
-0.9962520003318787,-0.016835998743772507,0.16250400245189667,1.627500057220459,-2.5899999141693115,1.2862499952316284,-0.16352000832557678,-0.054740000516176224,-0.3514000177383423,0.0,0.0,0.0,0.0,0.0,0.0,False,0,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.99267578125,0.19287109375,0.0,0.0,0.0,False,0,76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,73
