ax,ay,az,gx,gy,gz,mx,my,mz,hg_ax,hg_ay,hg_az,latitude,longitude,altitude,GPS Lock,rocketState,timeStamp
-1.0021079778671265,-0.018300000578165054,0.16103999316692352,1.627500057220459,-2.0999999046325684,1.3037500381469727,-0.1626800000667572,-0.05194000154733658,-0.35728001594543457,0.0,0.0,0.0,0.0,0.0,0.0,False,0,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068359375,0.99609375,0.205078125,0.0,0.0,0.0,False,0,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,21
-0.9882000088691711,-0.025619998574256897,0.15225599706172943,1.662500023841858,-2.1875,1.3037500381469727,-0.1577800065279007,-0.05446000024676323,-0.35756000876426697,0.0,0.0,0.0,0.0,0.0,0.0,False,0,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01416015625,1.0146484375,0.1953125,0.0,0.0,0.0,False,0,41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,38
-0.9860039949417114,-0.010247999802231789,0.16909199953079224,1.7412500381469727,-2.380000114440918,1.3212499618530273,-0.15680000185966492,-0.05726000294089317,-0.3612000048160553,0.0,0.0,0.0,0.0,0.0,0.0,False,0,58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,1.01123046875,0.2041015625,0.0,0.0,0.0,False,0,59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,56
-0.9911279678344727,-0.01756799966096878,0.17714399099349976,1.5225000381469727,-2.3975000381469727,1.190000057220459,-0.16072000563144684,-0.0610400028526783,-0.35910001397132874,0.0,0.0,0.0,0.0,0.0,0.0,False,0,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01171875,1.01220703125,0.20947265625,0.0,0.0,0.0,False,0,76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,73
-0.9999119639396667,-0.013907999731600285,0.16835999488830566,1.4262499809265137,-2.450000047683716,1.3825000524520874,-0.16393999755382538,-0.05502000078558922,-0.3557400107383728,0.0,0.0,0.0,0.0,0.0,0.0,False,0,92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.9892578125,0.2109375,0.0,0.0,0.0,False,0,93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,90
-0.9933239817619324,-0.00951599981635809,0.1698240041732788,1.627500057220459,-2.1962499618530273,1.1549999713897705,-0.16464000940322876,-0.04928000271320343,-0.3514000177383423,0.0,0.0,0.0,0.0,0.0,0.0,False,0,110
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0185546875,0.97802734375,0.19482421875,0.0,0.0,0.0,False,0,111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,108
-0.9969840049743652,-0.0226919986307621,0.16396799683570862,1.4874999523162842,-2.240000009536743,1.2949999570846558,-0.15931999683380127,-0.055160000920295715,-0.3614799976348877,0.0,0.0,0.0,0.0,0.0,0.0,False,0,127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005859375,0.97900390625,0.20361328125,0.0,0.0,0.0,False,0,128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,125
-0.9925919771194458,-0.019763998687267303,0.18080399930477142,1.4350000619888306,-2.362499952316284,1.2424999475479126,-0.16128000617027283,-0.05292000249028206,-0.3600800037384033,0.0,0.0,0.0,0.0,0.0,0.0,False,0,144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00537109375,0.98388671875,0.20166015625,0.0,0.0,0.0,False,0,145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,142
-0.9947879910469055,-0.01756799966096878,0.17787599563598633,1.3125,-2.4412500858306885,1.3037500381469727,-0.15049999952316284,-0.04970000311732292,-0.3614799976348877,0.0,0.0,0.0,0.0,0.0,0.0,False,0,162
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01123046875,0.98583984375,0.19873046875,0.0,0.0,0.0,False,0,163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,160
-0.9962520003318787,-0.018300000578165054,0.17641200125217438,1.496250033378601,-2.3187499046325684,1.5399999618530273,-0.15092000365257263,-0.056140001863241196,-0.35252001881599426,0.0,0.0,0.0,0.0,0.0,0.0,False,0,179
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01904296875,0.98828125,0.1904296875,0.0,0.0,0.0,False,0,180
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,177
-0.9947879910469055,-0.014639999717473984,0.16835999488830566,1.3300000429153442,-2.450000047683716,1.3737499713897705,-0.15680000185966492,-0.057819999754428864,-0.35784000158309937,0.0,0.0,0.0,0.0,0.0,0.0,False,0,197
